fine_label utterance	
GHOST:ghost	MONGLY00893767 é uma correspondência por e-mail entre os funcionários da Monsanto, Donna Farmer, Martin Lemon, e Susan Monheit da CDFA sobre: ​​Resumo da toxicidade do glifosato. Donna Farmer diz: “Durante uma edição, eu basicamente reescrevi a coisa…” O e-mail inclui um rascunho do manuscrito anexado (MONGLY00893768- MONGLY00893778) “Revisão dos Herbicidas Aquáticos Aquamaster e Rodeo” onde Farmer forneceu edições.
GHOST:ghost	Pamela Mink envia um rascunho de seu artigo para Donna Farmer para revisão e comentários
GHOST:ghost	MONGLY01185706-MONGLY01185744 é um e-mail que inclui as edições de Donna Farmer em papel Mink & Mandel. MONGLY01185784 é um e-mail entre Donna Farmer, Daniel Goldstein e outros no qual Farmer e Goldstein compartilham comentários e edições no artigo Mink & Mandel. MONGLY01185785-MONGLY01185822 são as edições de Daniel Goldstein no artigo Mink & Mandel. MONGLY01185825 é outro e-mail discutindo edições no artigo Mink & Mandel.
GHOST:ghost	Este documento é um e-mail do Dr. Charles Healy para os Drs. Donna Farmer e David Saltmiras onde o Dr. Healy informa aos Drs. Farmer e Saltmiras que sua decisão em relação ao estudo enviada ao Dr. Healy para revisão por pares determinará se o estudo será publicado.
CHEMI:chemi	Folha de dados de segurança de material resumida de outubro de 1995
CHEMI:chemi	Este documento contém um artigo escrito por Mark Martens, Christophe Gustin e C. Bates sobre como os surfactantes nas formulações Roundup aumentam a absorção de glifosato na pele humana. O artigo inclui a seguinte passagem: “Os surfactantes são capazes de aumentar a absorção de glifosato através da pele por (1) remoção de lipídios (sebo) da superfície epidérmica devido à ação do surfactante, (2) aumento do estado de hidratação da pele (sob condições de exposição fechada), (3) aumento do contato com a pele (espalhamento de gotículas de água pela ação do surfactante), (4) aumento do tempo de contato com a pele devido à diminuição da evaporação da água das gotículas contendo surfactante (monocamada de surfactante na superfície das gotículas retarda a passagem para a fase de vapor), aumento do fluxo sanguíneo subepidérmico devido à ação irritante do surfactante, (6) acúmulo de água intraepidérmica e subepidérmica intercelular devido à ação irritante do surfactante.
CHEMI:chemi	O primeiro documento (MONGLY06653096) contém correspondência por e-mail entre vários funcionários da Monsanto sobre “estudos de penetração dérmica”, onde o Dr. William Heydens observa a presença de “certos coformulantes, como umectantes, que tornarão altamente provável que grandes quantidades penetrem na pele”. em *1. O segundo documento (MONGLY01832749) contém o reconhecimento do Dr. Daniel Goldstein de que um umectante como o etilenoglicol (que está presente na maioria das formulações de Roundup) é tóxico para crianças com 70 cc de Roundup com 5% de etilenoglicol. em *1. O terceiro documento (MONGLY01745304) é uma ficha informativa sobre o etilenoglicol que indica sua presença em formulações Roundup (“menos de 2%) e que “EG é uma toxina humana significativa”. em *1.
CHEMI:chemi	Correspondência de e-mail sobre o tamanho da gota do Roundup.
CHEMI:chemi	Troca de e-mails sobre a exposição do operador que discute os pontos finais de absorção pela pele no contexto do cumprimento, ou não, das diretrizes alemãs ou da UE para absorção de glifosato. Estudo de Wester mencionado.
CHEMI:chemi	Correspondência de e-mail sobre penetração de glifosato através de luvas.
CHEMI:chemi	Este documento contém correspondência por e-mail entre vários funcionários da Monsanto, onde o Dr. William Heydens observa com relação a dois estudos com ratos da Monsanto: "Com relação à toxicidade aguda, Terry, Donna e eu revisamos os dados de mortalidade do banco de dados de inalação para formulações de IPA, NH4-, MEA e K-glifosato. Com base nos dados de mortalidade observados nesses estudos, não está fora do reino das possibilidades que as 3 mortes tenham sido relacionadas ao tratamento." em *2.
CHEMI:chemi	O primeiro documento (MONGLY06424476) contém correspondência por e-mail entre vários funcionários da Monsanto sobre um estudo da Monsanto de 2002 que observou a absorção do surfactante (sem glifosato) no trato gastrointestinal. Charles Healy (Monsanto) relata que os resultados mostraram "A absorção foi de pelo menos 56% da dose nas dosagens de 1 e 10 mg/kg. Aproximadamente 17-27% da dose foi eliminada na urina e aproximadamente 31-36% da dose foi encontrada na bile". at *2 O segundo documento (MONGLY06409924) contém uma discussão mais aprofundada sobre esta questão, afirmando que o propósito da Monsanto ao conduzir o estudo, que era “ver resultados que não mostram nenhuma absorção no trato gastrointestinal de um surfactante nos grupos sebo/éter amina”. MONGLY06409924 em *1. Na verdade, o Dr. Healy afirma em MONGLY06424476 que: "Basicamente, o que demonstramos foi que o material é absorvido através do trato GI, conforme mostrado. Nada que eu saiba que precise ser relatado. Esperávamos poder demonstrar que o material não foi absorvido como um meio de evitar a necessidade de realizar testes de toxicidade com ingredientes inertes semelhantes. Obviamente, essa esperança não se concretizou." em *2.
CHEMI:chemi	Refinamentos na estimativa de exposição
CHEMI:chemi	Discussão interna sobre reabsorção onde são contemplados os riscos da realização de um novo estudo.
CHEMI:chemi	Discussão interna sobre reabsorção onde são contemplados os riscos da realização de um novo estudo.
CHEMI:chemi	Estes documentos contêm correspondência por e-mail entre vários funcionários da Monsanto, onde Richard Garnett discute a questão da toxicidade aguda por inalação. Garnett afirma que o glifosato seria classificado na UE como “T tóxico; R23 tóxico por inalação” com base num estudo que ele cita. em *1. O anexo é o Estudo da Monsanto “Um estudo agudo de toxicidade por inalação apenas no nariz em ratos com Mon 78623”. Este estudo é um dos estudos referenciados pelo Dr. Heydens no documento anterior (MONGLY06722561) para concluir que “não está fora do reino das possibilidades que as 3 mortes estivessem relacionadas ao tratamento”. MONGLY0672256 em *2.
CHEMI:chemi	Este documento contém correspondência por e-mail entre Richard Garnett, David Saltmiras, Donna Farmer e outros funcionários da Monsanto discutindo o ADME do glifosato. Garnett escreve que a Monsanto “precisa de dados sólidos para ADME resultante da exposição dérmica”. Ele continua: 10/11/2008 Documentos liberados: 15/03/2017 "O movimento do glifosato no fluxo sanguíneo a partir do contato dérmico é diferente daquele através da exposição oral ou intravenosa. Os poucos dados que temos sugerem que a excreção é significativamente maior pelas fezes do que pela urina... A exposição dérmica é o maior risco de exposição para os operadores. Portanto, precisamos estar seguros no ADME de tal exposição." Infelizmente, apesar da recomendação de Garnett, a Monsanto recusou-se a realizar testes adicionais sobre a absorção dérmica porque o potencial de encontrar um novo metabolito do glifosato era “muito arriscado”. A questão de saber se o glifosato é excretado pela urina e não pelas fezes é importante porque a Monsanto considera apenas os níveis de glifosato na urina, num esforço para subestimar a exposição ao glifosato e não mede os níveis nas fezes. Nos seus depoimentos, David Saltmiras e Donna Farmer negam que o glifosato absorvido pela pele seja excretado pelas fezes.
CHEMI:chemi	Um funcionário da Monsanto Espanha admite que “uma maior penetração poderia acontecer na presença de amina de sebo ou outros surfactantes”.
CHEMI:chemi	Discussão de e-mails sobre absorção onde é afirmado que “o estudo ADME de glifosato em ratos também mostra que os níveis nos ossos são significativamente mais elevados do que aqueles em qualquer outro tecido/órgão”.
CHEMI:chemi	Este documento contém correspondência por e-mail entre Maurice De Billot (Monsanto) e Christophe Gustin, onde o Sr. De Billot discute as dificuldades de absorção dérmica usando a métrica UK POEM (The UK Predictive Operator Exposure Model): "Na Europa, estamos nos preparando para submeter MON 79991 (720g/kg) para aprovação sob o novo Reg 1107/2009. Executamos o modelo UKPOEM usando um valor de penetração dérmica de 3%. e não passa ao aplicar 3,6kg/ha para o pulverizador montado em trator. Estou ciente do conjunto de estudos que você realizou sobre absorção dérmica usando sal K puro e sal IPA e também MON 52276 e MON 79351 que mostraram valores de absorção dérmica de 1%. Colocando 1% no modelo obtemos um bom resultado, então será necessário mostrar que os números de absorção dérmica de 1% são igualmente válidos para o MON 79991. formulação.” em *2.
CHEMI:chemi	Funcionários da Monsanto discutem as taxas de penetração dérmica do Roundup.
CHEMI:chemi	Resumos de estudos de absorção, distribuição e excreção
CHEMI:chemi	Este documento contém um segmento do depoimento de David Saltmiras. O questionamento centra-se na absorção dérmica e excreção do Roundup. Saltmiras não parecia ter todos os dados: 31/01/2017 Documentos liberados: 15/03/2017 Advogado do Requerente: [Você] está ciente de que é mais apropriado medir - a excreção [de glifosato] é significativamente maior nas fezes do que na urina para absorção dérmica do Roundup, certo? Saltmiras: Não há base científica para afirmar que o glifosato absorvido pela pele seja encontrado nas fezes. Isso é um absurdo total. Não sei de onde você está tirando isso.
REGUL:regul	Revisão técnica da EPA: Toxicologia, além de comunicações com a Monsanto.
REGUL:regul	Comentário da EPA sobre compostos n-nitroso no glifosato
REGUL:regul	GLP e Conformidade com Protocolo MAP Suporte Analítico Estudos Toxicológicos de Glifosato
REGUL:regul	Este documento contém uma carta do Dr. Orville E. Paynter ao Dr. Robert Taylor sobre a avaliação de um estudo IBT em que o Dr.
REGUL:regul	Este documento contém uma carta do Dr. Orville E. Paynter ao Dr. Robert Taylor sobre a avaliação de um estudo IBT em que o Dr.
REGUL:regul	Resultados do estudo Maibach
REGUL:regul	Dois memorandos sobre o estudo do mouse Roundup.
REGUL:regul	Memorando sobre reunião de 21 de fevereiro de 1985.
REGUL:regul	Visão consensual da EPA sobre o glifosato.
REGUL:regul	Proposta para classificar o glifosato como cancerígeno humano nível C.
REGUL:regul	Slides de mouse enviados ao Dr. Marvin Kuschner; um patologista contratado pela Monsanto para revisar lâminas de tecido renal citadas pela EPA na revisão de consenso de 1985 para a classificação de Classe C. Enviado em 4-3-85, assinado por Kuschner em 4-14-85.
REGUL:regul	Memorando sobre o status do Glifosato em 1985 na EPA.
REGUL:regul	Memorando da reunião SAP de 1985
REGUL:regul	Memorando de F Serdy para Monsanto sobre estudo de oncogenicidade em camundongos.
REGUL:regul	Este documento contém dados apresentados pela Monsanto à EPA em 11 de fevereiro de 1986, SAP, em apoio à afirmação de que o glifosato não é cancerígeno.
REGUL:regul	Transcrição da discussão SAP
REGUL:regul	Padrão de Novo Registro de Glifosato.
REGUL:regul	Este documento é intitulado “segurança do trabalhador do Roundup” e contém informações regulatórias sobre o uso de EPI na aplicação do Roundup.
REGUL:regul	Resposta da Monsanto à solicitação da EPA para dados históricos de controle Re: Estudo de alimentação com glifosato em ratos (1988)
